generator,acc,ap,auc,f_acc,fnr,fpr,r_acc,variant,variant_name
stylegan,99.34902353530295,99.99820935479707,99.99820294621536,98.71473877482892,1.2852612251710838,0.01669170422300681,99.983308295777,RP6_gamma_scale_1p00,Gamma scale 1.00
stylegan2,98.87956935403105,99.99537859382099,99.99535325772835,97.78417626439659,2.215823735603408,0.025037556334510214,99.97496244366549,RP6_gamma_scale_1p00,Gamma scale 1.00
whichfaceisreal,90.2,97.45436924756699,97.0824,90.3,9.700000000000003,9.899999999999991,90.10000000000001,RP6_gamma_scale_1p00,Gamma scale 1.00
wukong,87.61666666666666,97.50111565340606,97.38930833333333,77.13333333333333,22.866666666666674,1.9000000000000057,98.1,RP6_gamma_scale_1p00,Gamma scale 1.00
ADM,96.04166666666667,99.50150276862799,99.46648333333333,94.1,5.900000000000006,2.0166666666666657,97.98333333333333,RP6_gamma_scale_1p50,Gamma scale 1.50
DALLE2,98.5,99.90356954153181,99.8943,98.9,1.0999999999999943,1.9000000000000057,98.1,RP6_gamma_scale_1p50,Gamma scale 1.50
Glide,98.26666666666667,99.84459308761821,99.83651666666667,98.43333333333332,1.566666666666677,1.9000000000000057,98.1,RP6_gamma_scale_1p50,Gamma scale 1.50
Midjourney,97.59166666666667,99.7065574748255,99.68583611111112,96.98333333333333,3.0166666666666657,1.7999999999999972,98.2,RP6_gamma_scale_1p50,Gamma scale 1.50
VQDM,93.09166666666667,99.02495351221314,99.0466611111111,87.85,12.150000000000006,1.6666666666666714,98.33333333333333,RP6_gamma_scale_1p50,Gamma scale 1.50
biggan,88.225,98.87678716691369,98.82107500000001,99.25,0.75,22.799999999999997,77.2,RP6_gamma_scale_1p50,Gamma scale 1.50
coco_sdxl_nw,98.425,99.96083902263676,99.96097499999999,99.75,0.25,2.9000000000000057,97.1,RP6_gamma_scale_1p50,Gamma scale 1.50
cyclegan,95.95003785011355,99.55225344611148,99.59009559087724,100.0,0.0,8.099924299772894,91.9000757002271,RP6_gamma_scale_1p50,Gamma scale 1.50
gaugan,82.13000000000001,98.63204198727983,98.884626,100.0,0.0,35.74000000000001,64.25999999999999,RP6_gamma_scale_1p50,Gamma scale 1.50
progan,99.97500000000001,99.99999375156212,99.99999375,99.97500000000001,0.024999999999991473,0.024999999999991473,99.97500000000001,RP6_gamma_scale_1p50,Gamma scale 1.50
stable_diffusion_v_1_4,94.53333333333333,99.05902398854141,99.04197222222221,91.03333333333333,8.966666666666669,1.9666666666666686,98.03333333333333,RP6_gamma_scale_1p50,Gamma scale 1.50
stable_diffusion_v_1_5,94.81875,99.18601191075133,99.1024390625,91.4625,8.537499999999994,1.8250000000000028,98.175,RP6_gamma_scale_1p50,Gamma scale 1.50
