generator,acc,alpha_high_neg,alpha_high_neg_guard,alpha_high_pos,alpha_low_neg,alpha_low_pos,anchor_distance,ap,auc,beta,description,f_acc,family,fnr,fpr,gamma,parameter,r_acc,residual_scale,selection_data,semantic_neg_scale,semantic_pos_scale,target_labels_used_for_selection,threshold,tile_scale,value,variant
biggan,89.325,0.0,0.3125,0.4,0.1875,0.3,0.25,99.26843368313611,99.219275,0.25,High-resolution semantic negative guard alpha.,99.3,one_factor_alpha_split,0.7000000000000028,20.650000000000006,0.21,alpha_high_neg_guard_scale,79.35,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS3_alpha_high_neg_guard_scale_1p25
coco_sdxl_nw,98.35000000000001,0.0,0.3125,0.4,0.1875,0.3,0.25,99.9416677829944,99.9414625,0.25,High-resolution semantic negative guard alpha.,99.7,one_factor_alpha_split,0.29999999999999716,3.0,0.21,alpha_high_neg_guard_scale,97.0,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS3_alpha_high_neg_guard_scale_1p25
cyclegan,96.63133989401969,0.0,0.3125,0.4,0.1875,0.3,0.25,99.83309802712017,99.83948801202952,0.25,High-resolution semantic negative guard alpha.,100.0,one_factor_alpha_split,0.0,6.737320211960636,0.21,alpha_high_neg_guard_scale,93.26267978803936,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS3_alpha_high_neg_guard_scale_1p25
gaugan,82.83,0.0,0.3125,0.4,0.1875,0.3,0.25,99.50537386675106,99.577634,0.25,High-resolution semantic negative guard alpha.,100.0,one_factor_alpha_split,0.0,34.34,0.21,alpha_high_neg_guard_scale,65.66,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS3_alpha_high_neg_guard_scale_1p25
progan,99.9875,0.0,0.3125,0.4,0.1875,0.3,0.25,99.99999375156212,99.99999375,0.25,High-resolution semantic negative guard alpha.,100.0,one_factor_alpha_split,0.0,0.024999999999991473,0.21,alpha_high_neg_guard_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS3_alpha_high_neg_guard_scale_1p25
stable_diffusion_v_1_4,92.55833333333334,0.0,0.3125,0.4,0.1875,0.3,0.25,98.62505588585904,98.59359166666667,0.25,High-resolution semantic negative guard alpha.,87.0,one_factor_alpha_split,13.0,1.88333333333334,0.21,alpha_high_neg_guard_scale,98.11666666666666,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS3_alpha_high_neg_guard_scale_1p25
stable_diffusion_v_1_5,92.90625,0.0,0.3125,0.4,0.1875,0.3,0.25,98.79129525143973,98.6845703125,0.25,High-resolution semantic negative guard alpha.,87.6375,one_factor_alpha_split,12.362499999999997,1.8250000000000028,0.21,alpha_high_neg_guard_scale,98.175,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS3_alpha_high_neg_guard_scale_1p25
stargan,99.87493746873437,0.0,0.3125,0.4,0.1875,0.3,0.25,100.0,100.0,0.25,High-resolution semantic negative guard alpha.,100.0,one_factor_alpha_split,0.0,0.25012506253126787,0.21,alpha_high_neg_guard_scale,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS3_alpha_high_neg_guard_scale_1p25
stylegan,99.34902353530295,0.0,0.3125,0.4,0.1875,0.3,0.25,99.99820935479707,99.99820294621536,0.25,High-resolution semantic negative guard alpha.,98.71473877482892,one_factor_alpha_split,1.2852612251710838,0.01669170422300681,0.21,alpha_high_neg_guard_scale,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS3_alpha_high_neg_guard_scale_1p25
stylegan2,98.87956935403105,0.0,0.3125,0.4,0.1875,0.3,0.25,99.99537859382099,99.99535325772835,0.25,High-resolution semantic negative guard alpha.,97.78417626439659,one_factor_alpha_split,2.215823735603408,0.025037556334510214,0.21,alpha_high_neg_guard_scale,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS3_alpha_high_neg_guard_scale_1p25
whichfaceisreal,90.60000000000001,0.0,0.3125,0.4,0.1875,0.3,0.25,97.55063495570475,97.2103,0.25,High-resolution semantic negative guard alpha.,90.3,one_factor_alpha_split,9.700000000000003,9.099999999999994,0.21,alpha_high_neg_guard_scale,90.9,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS3_alpha_high_neg_guard_scale_1p25
wukong,87.625,0.0,0.3125,0.4,0.1875,0.3,0.25,97.50411911062314,97.39233055555555,0.25,High-resolution semantic negative guard alpha.,77.13333333333333,one_factor_alpha_split,22.866666666666674,1.88333333333334,0.21,alpha_high_neg_guard_scale,98.11666666666666,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS3_alpha_high_neg_guard_scale_1p25
ADM,96.34166666666667,0.0,0.375,0.4,0.1875,0.3,0.5,99.51992830720744,99.47661944444445,0.25,High-resolution semantic negative guard alpha.,94.55,one_factor_alpha_split,5.450000000000003,1.8666666666666742,0.21,alpha_high_neg_guard_scale,98.13333333333333,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
DALLE2,98.15,0.0,0.375,0.4,0.1875,0.3,0.5,99.8560647653458,99.8359,0.25,High-resolution semantic negative guard alpha.,98.8,one_factor_alpha_split,1.2000000000000028,2.5,0.21,alpha_high_neg_guard_scale,97.5,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
Glide,98.38333333333334,0.0,0.375,0.4,0.1875,0.3,0.5,99.84546553375479,99.84058888888889,0.25,High-resolution semantic negative guard alpha.,98.53333333333333,one_factor_alpha_split,1.4666666666666686,1.7666666666666657,0.21,alpha_high_neg_guard_scale,98.23333333333333,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
Midjourney,97.18333333333334,0.0,0.375,0.4,0.1875,0.3,0.5,99.6251175033909,99.58986388888889,0.25,High-resolution semantic negative guard alpha.,96.18333333333334,one_factor_alpha_split,3.816666666666663,1.8166666666666629,0.21,alpha_high_neg_guard_scale,98.18333333333334,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
VQDM,93.40833333333333,0.0,0.375,0.4,0.1875,0.3,0.5,99.08590918227974,99.07507222222223,0.25,High-resolution semantic negative guard alpha.,88.51666666666667,one_factor_alpha_split,11.483333333333334,1.7000000000000028,0.21,alpha_high_neg_guard_scale,98.3,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
biggan,89.325,0.0,0.375,0.4,0.1875,0.3,0.5,99.26843368313611,99.219275,0.25,High-resolution semantic negative guard alpha.,99.3,one_factor_alpha_split,0.7000000000000028,20.650000000000006,0.21,alpha_high_neg_guard_scale,79.35,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
coco_sdxl_nw,98.35000000000001,0.0,0.375,0.4,0.1875,0.3,0.5,99.9416677829944,99.9414625,0.25,High-resolution semantic negative guard alpha.,99.7,one_factor_alpha_split,0.29999999999999716,3.0,0.21,alpha_high_neg_guard_scale,97.0,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
cyclegan,96.63133989401969,0.0,0.375,0.4,0.1875,0.3,0.5,99.83309802712017,99.83948801202952,0.25,High-resolution semantic negative guard alpha.,100.0,one_factor_alpha_split,0.0,6.737320211960636,0.21,alpha_high_neg_guard_scale,93.26267978803936,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
gaugan,82.83,0.0,0.375,0.4,0.1875,0.3,0.5,99.50537386675106,99.577634,0.25,High-resolution semantic negative guard alpha.,100.0,one_factor_alpha_split,0.0,34.34,0.21,alpha_high_neg_guard_scale,65.66,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
progan,99.9875,0.0,0.375,0.4,0.1875,0.3,0.5,99.99999375156212,99.99999375,0.25,High-resolution semantic negative guard alpha.,100.0,one_factor_alpha_split,0.0,0.024999999999991473,0.21,alpha_high_neg_guard_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
stable_diffusion_v_1_4,92.55833333333334,0.0,0.375,0.4,0.1875,0.3,0.5,98.62569563682722,98.59455277777778,0.25,High-resolution semantic negative guard alpha.,87.0,one_factor_alpha_split,13.0,1.88333333333334,0.21,alpha_high_neg_guard_scale,98.11666666666666,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
stable_diffusion_v_1_5,92.90625,0.0,0.375,0.4,0.1875,0.3,0.5,98.79145660419127,98.68481406250001,0.25,High-resolution semantic negative guard alpha.,87.6375,one_factor_alpha_split,12.362499999999997,1.8250000000000028,0.21,alpha_high_neg_guard_scale,98.175,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
stargan,99.87493746873437,0.0,0.375,0.4,0.1875,0.3,0.5,100.0,100.0,0.25,High-resolution semantic negative guard alpha.,100.0,one_factor_alpha_split,0.0,0.25012506253126787,0.21,alpha_high_neg_guard_scale,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
stylegan,99.34902353530295,0.0,0.375,0.4,0.1875,0.3,0.5,99.99820935479707,99.99820294621536,0.25,High-resolution semantic negative guard alpha.,98.71473877482892,one_factor_alpha_split,1.2852612251710838,0.01669170422300681,0.21,alpha_high_neg_guard_scale,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
stylegan2,98.87956935403105,0.0,0.375,0.4,0.1875,0.3,0.5,99.99537859382099,99.99535325772835,0.25,High-resolution semantic negative guard alpha.,97.78417626439659,one_factor_alpha_split,2.215823735603408,0.025037556334510214,0.21,alpha_high_neg_guard_scale,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
whichfaceisreal,91.05,0.0,0.375,0.4,0.1875,0.3,0.5,97.62592367756051,97.313,0.25,High-resolution semantic negative guard alpha.,90.3,one_factor_alpha_split,9.700000000000003,8.200000000000003,0.21,alpha_high_neg_guard_scale,91.8,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
wukong,87.625,0.0,0.375,0.4,0.1875,0.3,0.5,97.50661674016777,97.39480555555555,0.25,High-resolution semantic negative guard alpha.,77.13333333333333,one_factor_alpha_split,22.866666666666674,1.88333333333334,0.21,alpha_high_neg_guard_scale,98.11666666666666,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS3_alpha_high_neg_guard_scale_1p50
ADM,96.34166666666667,0.0,0.25,0.4,0.1875,0.3,0.0,99.51956888110576,99.47610555555556,0.25,High-resolution semantic negative alpha direct value.,94.55,one_factor_alpha_split,5.450000000000003,1.8666666666666742,0.21,alpha_high_neg_direct,98.13333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
DALLE2,98.15,0.0,0.25,0.4,0.1875,0.3,0.0,99.8560647653458,99.8359,0.25,High-resolution semantic negative alpha direct value.,98.8,one_factor_alpha_split,1.2000000000000028,2.5,0.21,alpha_high_neg_direct,97.5,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
Glide,98.38333333333334,0.0,0.25,0.4,0.1875,0.3,0.0,99.84511579957446,99.84023055555555,0.25,High-resolution semantic negative alpha direct value.,98.53333333333333,one_factor_alpha_split,1.4666666666666686,1.7666666666666657,0.21,alpha_high_neg_direct,98.23333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
Midjourney,97.2,0.0,0.25,0.4,0.1875,0.3,0.0,99.63461124917676,99.6067,0.25,High-resolution semantic negative alpha direct value.,96.23333333333333,one_factor_alpha_split,3.7666666666666657,1.8333333333333286,0.21,alpha_high_neg_direct,98.16666666666667,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
VQDM,93.40833333333333,0.0,0.25,0.4,0.1875,0.3,0.0,99.08256864369835,99.07156388888889,0.25,High-resolution semantic negative alpha direct value.,88.51666666666667,one_factor_alpha_split,11.483333333333334,1.7000000000000028,0.21,alpha_high_neg_direct,98.3,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
biggan,89.325,0.0,0.25,0.4,0.1875,0.3,0.0,99.26843368313611,99.219275,0.25,High-resolution semantic negative alpha direct value.,99.3,one_factor_alpha_split,0.7000000000000028,20.650000000000006,0.21,alpha_high_neg_direct,79.35,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
coco_sdxl_nw,98.35000000000001,0.0,0.25,0.4,0.1875,0.3,0.0,99.9416677829944,99.9414625,0.25,High-resolution semantic negative alpha direct value.,99.7,one_factor_alpha_split,0.29999999999999716,3.0,0.21,alpha_high_neg_direct,97.0,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
cyclegan,96.63133989401969,0.0,0.25,0.4,0.1875,0.3,0.0,99.83309802712017,99.83948801202952,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,6.737320211960636,0.21,alpha_high_neg_direct,93.26267978803936,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
gaugan,82.83,0.0,0.25,0.4,0.1875,0.3,0.0,99.50537386675106,99.577634,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,34.34,0.21,alpha_high_neg_direct,65.66,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
progan,99.9875,0.0,0.25,0.4,0.1875,0.3,0.0,99.99999375156212,99.99999375,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,0.024999999999991473,0.21,alpha_high_neg_direct,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
stable_diffusion_v_1_4,92.55833333333334,0.0,0.25,0.4,0.1875,0.3,0.0,98.62378111245272,98.59178055555556,0.25,High-resolution semantic negative alpha direct value.,87.0,one_factor_alpha_split,13.0,1.88333333333334,0.21,alpha_high_neg_direct,98.11666666666666,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
stable_diffusion_v_1_5,92.90625,0.0,0.25,0.4,0.1875,0.3,0.0,98.79108529386482,98.6842328125,0.25,High-resolution semantic negative alpha direct value.,87.6375,one_factor_alpha_split,12.362499999999997,1.8250000000000028,0.21,alpha_high_neg_direct,98.175,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
stargan,99.87493746873437,0.0,0.25,0.4,0.1875,0.3,0.0,100.0,100.0,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,0.25012506253126787,0.21,alpha_high_neg_direct,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
stylegan,99.34902353530295,0.0,0.25,0.4,0.1875,0.3,0.0,99.99820935479707,99.99820294621536,0.25,High-resolution semantic negative alpha direct value.,98.71473877482892,one_factor_alpha_split,1.2852612251710838,0.01669170422300681,0.21,alpha_high_neg_direct,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
stylegan2,98.87956935403105,0.0,0.25,0.4,0.1875,0.3,0.0,99.99537859382099,99.99535325772835,0.25,High-resolution semantic negative alpha direct value.,97.78417626439659,one_factor_alpha_split,2.215823735603408,0.025037556334510214,0.21,alpha_high_neg_direct,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
whichfaceisreal,90.2,0.0,0.25,0.4,0.1875,0.3,0.0,97.45436924756699,97.0824,0.25,High-resolution semantic negative alpha direct value.,90.3,one_factor_alpha_split,9.700000000000003,9.899999999999991,0.21,alpha_high_neg_direct,90.10000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
wukong,87.61666666666666,0.0,0.25,0.4,0.1875,0.3,0.0,97.50111565340606,97.38930833333333,0.25,High-resolution semantic negative alpha direct value.,77.13333333333333,one_factor_alpha_split,22.866666666666674,1.9000000000000057,0.21,alpha_high_neg_direct,98.1,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS4_alpha_high_neg_direct_0p00
ADM,96.35000000000001,0.02,0.25,0.4,0.1875,0.3,0.08,99.52332111519002,99.47962222222222,0.25,High-resolution semantic negative alpha direct value.,94.55,one_factor_alpha_split,5.450000000000003,1.8499999999999943,0.21,alpha_high_neg_direct,98.15,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
DALLE2,98.15,0.02,0.25,0.4,0.1875,0.3,0.08,99.8560647653458,99.8359,0.25,High-resolution semantic negative alpha direct value.,98.8,one_factor_alpha_split,1.2000000000000028,2.5,0.21,alpha_high_neg_direct,97.5,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
Glide,98.39166666666667,0.02,0.25,0.4,0.1875,0.3,0.08,99.84572649978942,99.8408388888889,0.25,High-resolution semantic negative alpha direct value.,98.53333333333333,one_factor_alpha_split,1.4666666666666686,1.75,0.21,alpha_high_neg_direct,98.25,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
Midjourney,96.89999999999999,0.02,0.25,0.4,0.1875,0.3,0.08,99.58626351629152,99.55471111111112,0.25,High-resolution semantic negative alpha direct value.,95.61666666666667,one_factor_alpha_split,4.383333333333326,1.8166666666666629,0.21,alpha_high_neg_direct,98.18333333333334,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
VQDM,93.425,0.02,0.25,0.4,0.1875,0.3,0.08,99.08988445788293,99.07749444444445,0.25,High-resolution semantic negative alpha direct value.,88.51666666666667,one_factor_alpha_split,11.483333333333334,1.6666666666666714,0.21,alpha_high_neg_direct,98.33333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
biggan,89.325,0.02,0.25,0.4,0.1875,0.3,0.08,99.26843368313611,99.219275,0.25,High-resolution semantic negative alpha direct value.,99.3,one_factor_alpha_split,0.7000000000000028,20.650000000000006,0.21,alpha_high_neg_direct,79.35,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
coco_sdxl_nw,98.32499999999999,0.02,0.25,0.4,0.1875,0.3,0.08,99.93374809235266,99.93315,0.25,High-resolution semantic negative alpha direct value.,99.65,one_factor_alpha_split,0.3499999999999943,3.0,0.21,alpha_high_neg_direct,97.0,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
cyclegan,96.63133989401969,0.02,0.25,0.4,0.1875,0.3,0.08,99.83309802712017,99.83948801202952,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,6.737320211960636,0.21,alpha_high_neg_direct,93.26267978803936,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
gaugan,82.83,0.02,0.25,0.4,0.1875,0.3,0.08,99.50537386675106,99.577634,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,34.34,0.21,alpha_high_neg_direct,65.66,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
progan,99.9875,0.02,0.25,0.4,0.1875,0.3,0.08,99.99999375156212,99.99999375,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,0.024999999999991473,0.21,alpha_high_neg_direct,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
stable_diffusion_v_1_4,92.56666666666666,0.02,0.25,0.4,0.1875,0.3,0.08,98.63058859127156,98.59762222222223,0.25,High-resolution semantic negative alpha direct value.,87.0,one_factor_alpha_split,13.0,1.8666666666666742,0.21,alpha_high_neg_direct,98.13333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
stable_diffusion_v_1_5,92.9125,0.02,0.25,0.4,0.1875,0.3,0.08,98.79949397281521,98.691046875,0.25,High-resolution semantic negative alpha direct value.,87.6375,one_factor_alpha_split,12.362499999999997,1.8125,0.21,alpha_high_neg_direct,98.1875,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
stargan,99.87493746873437,0.02,0.25,0.4,0.1875,0.3,0.08,100.0,100.0,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,0.25012506253126787,0.21,alpha_high_neg_direct,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
stylegan,99.34902353530295,0.02,0.25,0.4,0.1875,0.3,0.08,99.99820935479707,99.99820294621536,0.25,High-resolution semantic negative alpha direct value.,98.71473877482892,one_factor_alpha_split,1.2852612251710838,0.01669170422300681,0.21,alpha_high_neg_direct,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
stylegan2,98.87956935403105,0.02,0.25,0.4,0.1875,0.3,0.08,99.99537859382099,99.99535325772835,0.25,High-resolution semantic negative alpha direct value.,97.78417626439659,one_factor_alpha_split,2.215823735603408,0.025037556334510214,0.21,alpha_high_neg_direct,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
whichfaceisreal,90.35,0.02,0.25,0.4,0.1875,0.3,0.08,97.49757273491456,97.1339,0.25,High-resolution semantic negative alpha direct value.,90.3,one_factor_alpha_split,9.700000000000003,9.599999999999994,0.21,alpha_high_neg_direct,90.4,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
wukong,87.61666666666666,0.02,0.25,0.4,0.1875,0.3,0.08,97.51067078653753,97.39688055555555,0.25,High-resolution semantic negative alpha direct value.,77.13333333333333,one_factor_alpha_split,22.866666666666674,1.9000000000000057,0.21,alpha_high_neg_direct,98.1,1.0,none,1.0,1.0,False,0.5,1.0,0.02,AS4_alpha_high_neg_direct_0p02
ADM,96.35833333333333,0.05,0.25,0.4,0.1875,0.3,0.2,99.5284618195051,99.48443888888889,0.25,High-resolution semantic negative alpha direct value.,94.55,one_factor_alpha_split,5.450000000000003,1.8333333333333286,0.21,alpha_high_neg_direct,98.16666666666667,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
DALLE2,98.15,0.05,0.25,0.4,0.1875,0.3,0.2,99.8560647653458,99.8359,0.25,High-resolution semantic negative alpha direct value.,98.8,one_factor_alpha_split,1.2000000000000028,2.5,0.21,alpha_high_neg_direct,97.5,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
Glide,98.4,0.05,0.25,0.4,0.1875,0.3,0.2,99.84671861059408,99.84183055555556,0.25,High-resolution semantic negative alpha direct value.,98.53333333333333,one_factor_alpha_split,1.4666666666666686,1.7333333333333343,0.21,alpha_high_neg_direct,98.26666666666667,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
Midjourney,96.33333333333334,0.05,0.25,0.4,0.1875,0.3,0.2,99.49348315264251,99.45431388888889,0.25,High-resolution semantic negative alpha direct value.,94.48333333333333,one_factor_alpha_split,5.516666666666666,1.8166666666666629,0.21,alpha_high_neg_direct,98.18333333333334,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
VQDM,93.425,0.05,0.25,0.4,0.1875,0.3,0.2,99.09991826538504,99.08574999999999,0.25,High-resolution semantic negative alpha direct value.,88.51666666666667,one_factor_alpha_split,11.483333333333334,1.6666666666666714,0.21,alpha_high_neg_direct,98.33333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
biggan,89.325,0.05,0.25,0.4,0.1875,0.3,0.2,99.26843368313611,99.219275,0.25,High-resolution semantic negative alpha direct value.,99.3,one_factor_alpha_split,0.7000000000000028,20.650000000000006,0.21,alpha_high_neg_direct,79.35,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
coco_sdxl_nw,98.3,0.05,0.25,0.4,0.1875,0.3,0.2,99.91820012980872,99.91655,0.25,High-resolution semantic negative alpha direct value.,99.6,one_factor_alpha_split,0.4000000000000057,3.0,0.21,alpha_high_neg_direct,97.0,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
cyclegan,96.63133989401969,0.05,0.25,0.4,0.1875,0.3,0.2,99.83309802712017,99.83948801202952,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,6.737320211960636,0.21,alpha_high_neg_direct,93.26267978803936,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
gaugan,82.83,0.05,0.25,0.4,0.1875,0.3,0.2,99.50537386675106,99.577634,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,34.34,0.21,alpha_high_neg_direct,65.66,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
progan,99.9875,0.05,0.25,0.4,0.1875,0.3,0.2,99.99999375156212,99.99999375,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,0.024999999999991473,0.21,alpha_high_neg_direct,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
stable_diffusion_v_1_4,92.575,0.05,0.25,0.4,0.1875,0.3,0.2,98.6393982971256,98.60540833333333,0.25,High-resolution semantic negative alpha direct value.,87.0,one_factor_alpha_split,13.0,1.8499999999999943,0.21,alpha_high_neg_direct,98.15,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
stable_diffusion_v_1_5,92.9125,0.05,0.25,0.4,0.1875,0.3,0.2,98.81063375091856,98.7002640625,0.25,High-resolution semantic negative alpha direct value.,87.6375,one_factor_alpha_split,12.362499999999997,1.8125,0.21,alpha_high_neg_direct,98.1875,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
stargan,99.87493746873437,0.05,0.25,0.4,0.1875,0.3,0.2,100.0,100.0,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,0.25012506253126787,0.21,alpha_high_neg_direct,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
stylegan,99.34902353530295,0.05,0.25,0.4,0.1875,0.3,0.2,99.99820935479707,99.99820294621536,0.25,High-resolution semantic negative alpha direct value.,98.71473877482892,one_factor_alpha_split,1.2852612251710838,0.01669170422300681,0.21,alpha_high_neg_direct,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
