generator,acc,alpha_high_neg,alpha_high_neg_guard,alpha_high_pos,alpha_low_neg,alpha_low_pos,anchor_distance,ap,auc,beta,description,f_acc,family,fnr,fpr,gamma,parameter,r_acc,residual_scale,selection_data,semantic_neg_scale,semantic_pos_scale,target_labels_used_for_selection,threshold,tile_scale,value,variant
stylegan2,98.87956935403105,0.05,0.25,0.4,0.1875,0.3,0.2,99.99537859382099,99.99535325772835,0.25,High-resolution semantic negative alpha direct value.,97.78417626439659,one_factor_alpha_split,2.215823735603408,0.025037556334510214,0.21,alpha_high_neg_direct,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
whichfaceisreal,90.55,0.05,0.25,0.4,0.1875,0.3,0.2,97.5547402245911,97.20309999999999,0.25,High-resolution semantic negative alpha direct value.,90.3,one_factor_alpha_split,9.700000000000003,9.200000000000003,0.21,alpha_high_neg_direct,90.8,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
wukong,87.64166666666667,0.05,0.25,0.4,0.1875,0.3,0.2,97.52295318670498,97.40681944444445,0.25,High-resolution semantic negative alpha direct value.,77.13333333333333,one_factor_alpha_split,22.866666666666674,1.8499999999999943,0.21,alpha_high_neg_direct,98.15,1.0,none,1.0,1.0,False,0.5,1.0,0.05,AS4_alpha_high_neg_direct_0p05
ADM,96.39166666666667,0.1,0.25,0.4,0.1875,0.3,0.4,99.53547672319955,99.49121666666667,0.25,High-resolution semantic negative alpha direct value.,94.55,one_factor_alpha_split,5.450000000000003,1.7666666666666657,0.21,alpha_high_neg_direct,98.23333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
DALLE2,98.15,0.1,0.25,0.4,0.1875,0.3,0.4,99.8560647653458,99.8359,0.25,High-resolution semantic negative alpha direct value.,98.8,one_factor_alpha_split,1.2000000000000028,2.5,0.21,alpha_high_neg_direct,97.5,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
Glide,98.40833333333333,0.1,0.25,0.4,0.1875,0.3,0.4,99.84806192698183,99.84318611111111,0.25,High-resolution semantic negative alpha direct value.,98.53333333333333,one_factor_alpha_split,1.4666666666666686,1.7166666666666686,0.21,alpha_high_neg_direct,98.28333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
Midjourney,94.93333333333334,0.1,0.25,0.4,0.1875,0.3,0.4,99.26688889336917,99.20648333333332,0.25,High-resolution semantic negative alpha direct value.,91.63333333333334,one_factor_alpha_split,8.36666666666666,1.7666666666666657,0.21,alpha_high_neg_direct,98.23333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
VQDM,93.43333333333334,0.1,0.25,0.4,0.1875,0.3,0.4,99.11352271082066,99.09740555555555,0.25,High-resolution semantic negative alpha direct value.,88.51666666666667,one_factor_alpha_split,11.483333333333334,1.6499999999999915,0.21,alpha_high_neg_direct,98.35000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
biggan,89.325,0.1,0.25,0.4,0.1875,0.3,0.4,99.26843368313611,99.219275,0.25,High-resolution semantic negative alpha direct value.,99.3,one_factor_alpha_split,0.7000000000000028,20.650000000000006,0.21,alpha_high_neg_direct,79.35,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
coco_sdxl_nw,98.175,0.1,0.25,0.4,0.1875,0.3,0.4,99.88361499659636,99.879225,0.25,High-resolution semantic negative alpha direct value.,99.35000000000001,one_factor_alpha_split,0.6499999999999915,3.0,0.21,alpha_high_neg_direct,97.0,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
cyclegan,96.63133989401969,0.1,0.25,0.4,0.1875,0.3,0.4,99.83309802712017,99.83948801202952,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,6.737320211960636,0.21,alpha_high_neg_direct,93.26267978803936,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
gaugan,82.83,0.1,0.25,0.4,0.1875,0.3,0.4,99.50537386675106,99.577634,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,34.34,0.21,alpha_high_neg_direct,65.66,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
progan,99.9875,0.1,0.25,0.4,0.1875,0.3,0.4,99.99999375156212,99.99999375,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,0.024999999999991473,0.21,alpha_high_neg_direct,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
stable_diffusion_v_1_4,92.58333333333333,0.1,0.25,0.4,0.1875,0.3,0.4,98.65076107495682,98.61568055555556,0.25,High-resolution semantic negative alpha direct value.,87.0,one_factor_alpha_split,13.0,1.8333333333333286,0.21,alpha_high_neg_direct,98.16666666666667,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
stable_diffusion_v_1_5,92.925,0.1,0.25,0.4,0.1875,0.3,0.4,98.82520080381471,98.712796875,0.25,High-resolution semantic negative alpha direct value.,87.6375,one_factor_alpha_split,12.362499999999997,1.7874999999999943,0.21,alpha_high_neg_direct,98.2125,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
stargan,99.87493746873437,0.1,0.25,0.4,0.1875,0.3,0.4,100.0,100.0,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,0.25012506253126787,0.21,alpha_high_neg_direct,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
stylegan,99.34902353530295,0.1,0.25,0.4,0.1875,0.3,0.4,99.99820935479707,99.99820294621536,0.25,High-resolution semantic negative alpha direct value.,98.71473877482892,one_factor_alpha_split,1.2852612251710838,0.01669170422300681,0.21,alpha_high_neg_direct,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
stylegan2,98.87956935403105,0.1,0.25,0.4,0.1875,0.3,0.4,99.99537859382099,99.99535325772835,0.25,High-resolution semantic negative alpha direct value.,97.78417626439659,one_factor_alpha_split,2.215823735603408,0.025037556334510214,0.21,alpha_high_neg_direct,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
whichfaceisreal,90.95,0.1,0.25,0.4,0.1875,0.3,0.4,97.62880810002491,97.298,0.25,High-resolution semantic negative alpha direct value.,90.10000000000001,one_factor_alpha_split,9.899999999999991,8.200000000000003,0.21,alpha_high_neg_direct,91.8,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
wukong,87.64999999999999,0.1,0.25,0.4,0.1875,0.3,0.4,97.53901527568742,97.420125,0.25,High-resolution semantic negative alpha direct value.,77.13333333333333,one_factor_alpha_split,22.866666666666674,1.8333333333333286,0.21,alpha_high_neg_direct,98.16666666666667,1.0,none,1.0,1.0,False,0.5,1.0,0.1,AS4_alpha_high_neg_direct_0p10
ADM,96.39166666666667,0.15,0.25,0.4,0.1875,0.3,0.6,99.540363961807,99.4961111111111,0.25,High-resolution semantic negative alpha direct value.,94.55,one_factor_alpha_split,5.450000000000003,1.7666666666666657,0.21,alpha_high_neg_direct,98.23333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
DALLE2,98.15,0.15,0.25,0.4,0.1875,0.3,0.6,99.8560647653458,99.8359,0.25,High-resolution semantic negative alpha direct value.,98.8,one_factor_alpha_split,1.2000000000000028,2.5,0.21,alpha_high_neg_direct,97.5,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
Glide,98.40833333333333,0.15,0.25,0.4,0.1875,0.3,0.6,99.84918778195195,99.84432222222223,0.25,High-resolution semantic negative alpha direct value.,98.53333333333333,one_factor_alpha_split,1.4666666666666686,1.7166666666666686,0.21,alpha_high_neg_direct,98.28333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
Midjourney,92.91666666666667,0.15,0.25,0.4,0.1875,0.3,0.6,98.90897503964484,98.81119722222222,0.25,High-resolution semantic negative alpha direct value.,87.58333333333333,one_factor_alpha_split,12.416666666666671,1.75,0.21,alpha_high_neg_direct,98.25,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
VQDM,93.44166666666666,0.15,0.25,0.4,0.1875,0.3,0.6,99.12392343919382,99.10673055555556,0.25,High-resolution semantic negative alpha direct value.,88.51666666666667,one_factor_alpha_split,11.483333333333334,1.6333333333333258,0.21,alpha_high_neg_direct,98.36666666666667,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
biggan,89.325,0.15,0.25,0.4,0.1875,0.3,0.6,99.26843368313611,99.219275,0.25,High-resolution semantic negative alpha direct value.,99.3,one_factor_alpha_split,0.7000000000000028,20.650000000000006,0.21,alpha_high_neg_direct,79.35,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
coco_sdxl_nw,98.0,0.15,0.25,0.4,0.1875,0.3,0.6,99.83163142719094,99.822,0.25,High-resolution semantic negative alpha direct value.,99.0,one_factor_alpha_split,1.0,3.0,0.21,alpha_high_neg_direct,97.0,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
cyclegan,96.63133989401969,0.15,0.25,0.4,0.1875,0.3,0.6,99.83309802712017,99.83948801202952,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,6.737320211960636,0.21,alpha_high_neg_direct,93.26267978803936,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
gaugan,82.83,0.15,0.25,0.4,0.1875,0.3,0.6,99.50537386675106,99.577634,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,34.34,0.21,alpha_high_neg_direct,65.66,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
progan,99.9875,0.15,0.25,0.4,0.1875,0.3,0.6,99.99999375156212,99.99999375,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,0.024999999999991473,0.21,alpha_high_neg_direct,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
stable_diffusion_v_1_4,92.59166666666667,0.15,0.25,0.4,0.1875,0.3,0.6,98.65913045719445,98.62364722222222,0.25,High-resolution semantic negative alpha direct value.,87.0,one_factor_alpha_split,13.0,1.8166666666666629,0.21,alpha_high_neg_direct,98.18333333333334,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
stable_diffusion_v_1_5,92.93125,0.15,0.25,0.4,0.1875,0.3,0.6,98.83643429505726,98.722846875,0.25,High-resolution semantic negative alpha direct value.,87.6375,one_factor_alpha_split,12.362499999999997,1.7750000000000057,0.21,alpha_high_neg_direct,98.225,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
stargan,99.87493746873437,0.15,0.25,0.4,0.1875,0.3,0.6,100.0,100.0,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,0.25012506253126787,0.21,alpha_high_neg_direct,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
stylegan,99.34902353530295,0.15,0.25,0.4,0.1875,0.3,0.6,99.99820935479707,99.99820294621536,0.25,High-resolution semantic negative alpha direct value.,98.71473877482892,one_factor_alpha_split,1.2852612251710838,0.01669170422300681,0.21,alpha_high_neg_direct,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
stylegan2,98.87956935403105,0.15,0.25,0.4,0.1875,0.3,0.6,99.99537859382099,99.99535325772835,0.25,High-resolution semantic negative alpha direct value.,97.78417626439659,one_factor_alpha_split,2.215823735603408,0.025037556334510214,0.21,alpha_high_neg_direct,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
whichfaceisreal,91.2,0.15,0.25,0.4,0.1875,0.3,0.6,97.68645850915524,97.3734,0.25,High-resolution semantic negative alpha direct value.,89.9,one_factor_alpha_split,10.099999999999994,7.5,0.21,alpha_high_neg_direct,92.5,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
wukong,87.65833333333333,0.15,0.25,0.4,0.1875,0.3,0.6,97.5517505797781,97.43108055555555,0.25,High-resolution semantic negative alpha direct value.,77.13333333333333,one_factor_alpha_split,22.866666666666674,1.8166666666666629,0.21,alpha_high_neg_direct,98.18333333333334,1.0,none,1.0,1.0,False,0.5,1.0,0.15,AS4_alpha_high_neg_direct_0p15
ADM,96.39999999999999,0.2,0.25,0.4,0.1875,0.3,0.8,99.54392041013932,99.499775,0.25,High-resolution semantic negative alpha direct value.,94.55,one_factor_alpha_split,5.450000000000003,1.75,0.21,alpha_high_neg_direct,98.25,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
DALLE2,98.15,0.2,0.25,0.4,0.1875,0.3,0.8,99.8560647653458,99.8359,0.25,High-resolution semantic negative alpha direct value.,98.8,one_factor_alpha_split,1.2000000000000028,2.5,0.21,alpha_high_neg_direct,97.5,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
Glide,98.40833333333333,0.2,0.25,0.4,0.1875,0.3,0.8,99.85005503374651,99.84521388888888,0.25,High-resolution semantic negative alpha direct value.,98.53333333333333,one_factor_alpha_split,1.4666666666666686,1.7166666666666686,0.21,alpha_high_neg_direct,98.28333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
Midjourney,90.625,0.2,0.25,0.4,0.1875,0.3,0.8,98.35540527003438,98.19431944444445,0.25,High-resolution semantic negative alpha direct value.,82.95,one_factor_alpha_split,17.049999999999997,1.7000000000000028,0.21,alpha_high_neg_direct,98.3,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
VQDM,93.475,0.2,0.25,0.4,0.1875,0.3,0.8,99.13130864389375,99.11351666666667,0.25,High-resolution semantic negative alpha direct value.,88.51666666666667,one_factor_alpha_split,11.483333333333334,1.566666666666677,0.21,alpha_high_neg_direct,98.43333333333332,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
biggan,89.325,0.2,0.25,0.4,0.1875,0.3,0.8,99.26843368313611,99.219275,0.25,High-resolution semantic negative alpha direct value.,99.3,one_factor_alpha_split,0.7000000000000028,20.650000000000006,0.21,alpha_high_neg_direct,79.35,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
coco_sdxl_nw,97.775,0.2,0.25,0.4,0.1875,0.3,0.8,99.76145665727108,99.743225,0.25,High-resolution semantic negative alpha direct value.,98.55000000000001,one_factor_alpha_split,1.4499999999999886,3.0,0.21,alpha_high_neg_direct,97.0,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
cyclegan,96.63133989401969,0.2,0.25,0.4,0.1875,0.3,0.8,99.83309802712017,99.83948801202952,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,6.737320211960636,0.21,alpha_high_neg_direct,93.26267978803936,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
gaugan,82.83,0.2,0.25,0.4,0.1875,0.3,0.8,99.50537386675106,99.577634,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,34.34,0.21,alpha_high_neg_direct,65.66,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
progan,99.9875,0.2,0.25,0.4,0.1875,0.3,0.8,99.99999375156212,99.99999375,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,0.024999999999991473,0.21,alpha_high_neg_direct,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
stable_diffusion_v_1_4,92.60000000000001,0.2,0.25,0.4,0.1875,0.3,0.8,98.66523427878758,98.62958333333334,0.25,High-resolution semantic negative alpha direct value.,87.0,one_factor_alpha_split,13.0,1.7999999999999972,0.21,alpha_high_neg_direct,98.2,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
stable_diffusion_v_1_5,92.94375000000001,0.2,0.25,0.4,0.1875,0.3,0.8,98.84461852632322,98.7304359375,0.25,High-resolution semantic negative alpha direct value.,87.6375,one_factor_alpha_split,12.362499999999997,1.75,0.21,alpha_high_neg_direct,98.25,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
stargan,99.87493746873437,0.2,0.25,0.4,0.1875,0.3,0.8,100.0,100.0,0.25,High-resolution semantic negative alpha direct value.,100.0,one_factor_alpha_split,0.0,0.25012506253126787,0.21,alpha_high_neg_direct,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
stylegan,99.34902353530295,0.2,0.25,0.4,0.1875,0.3,0.8,99.99820935479707,99.99820294621536,0.25,High-resolution semantic negative alpha direct value.,98.71473877482892,one_factor_alpha_split,1.2852612251710838,0.01669170422300681,0.21,alpha_high_neg_direct,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
stylegan2,98.87956935403105,0.2,0.25,0.4,0.1875,0.3,0.8,99.99537859382099,99.99535325772835,0.25,High-resolution semantic negative alpha direct value.,97.78417626439659,one_factor_alpha_split,2.215823735603408,0.025037556334510214,0.21,alpha_high_neg_direct,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
whichfaceisreal,91.14999999999999,0.2,0.25,0.4,0.1875,0.3,0.8,97.7313043169355,97.4349,0.25,High-resolution semantic negative alpha direct value.,89.8,one_factor_alpha_split,10.200000000000003,7.5,0.21,alpha_high_neg_direct,92.5,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
wukong,87.65833333333333,0.2,0.25,0.4,0.1875,0.3,0.8,97.56215462718599,97.4402,0.25,High-resolution semantic negative alpha direct value.,77.13333333333333,one_factor_alpha_split,22.866666666666674,1.8166666666666629,0.21,alpha_high_neg_direct,98.18333333333334,1.0,none,1.0,1.0,False,0.5,1.0,0.2,AS4_alpha_high_neg_direct_0p20
ADM,96.675,0.0,0.25,0.4,0.1875,0.3,1.0,99.74711478423932,99.72962222222222,0.0,Drop tile artifact beta contribution.,94.3,drop_weight,5.700000000000003,0.9499999999999886,0.21,D0_no_tile_weight,99.05000000000001,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
DALLE2,98.2,0.0,0.25,0.4,0.1875,0.3,1.0,99.87402995555273,99.8592,0.0,Drop tile artifact beta contribution.,98.1,drop_weight,1.9000000000000057,1.7000000000000028,0.21,D0_no_tile_weight,98.3,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
Glide,98.78333333333333,0.0,0.25,0.4,0.1875,0.3,1.0,99.8976234533256,99.90305000000001,0.0,Drop tile artifact beta contribution.,98.4,drop_weight,1.5999999999999943,0.8333333333333286,0.21,D0_no_tile_weight,99.16666666666667,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
Midjourney,94.41666666666667,0.0,0.25,0.4,0.1875,0.3,1.0,99.56232174697237,99.54833055555555,0.0,Drop tile artifact beta contribution.,89.71666666666667,drop_weight,10.283333333333331,0.88333333333334,0.21,D0_no_tile_weight,99.11666666666666,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
VQDM,93.45833333333333,0.0,0.25,0.4,0.1875,0.3,1.0,99.53997164562209,99.54543333333334,0.0,Drop tile artifact beta contribution.,87.66666666666667,drop_weight,12.333333333333329,0.75,0.21,D0_no_tile_weight,99.25,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
biggan,89.5,0.0,0.25,0.4,0.1875,0.3,1.0,99.1405503535554,99.07205,0.0,Drop tile artifact beta contribution.,99.05000000000001,drop_weight,0.9499999999999886,20.049999999999997,0.21,D0_no_tile_weight,79.95,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
coco_sdxl_nw,98.4,0.0,0.25,0.4,0.1875,0.3,1.0,99.85489036586446,99.856075,0.0,Drop tile artifact beta contribution.,98.65,drop_weight,1.3499999999999943,1.8499999999999943,0.21,D0_no_tile_weight,98.15,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
cyclegan,96.63133989401969,0.0,0.25,0.4,0.1875,0.3,1.0,99.82508776563873,99.83152258313702,0.0,Drop tile artifact beta contribution.,99.92429977289932,drop_weight,0.07570022710068258,6.6616199848599535,0.21,D0_no_tile_weight,93.33838001514005,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
gaugan,83.6,0.0,0.25,0.4,0.1875,0.3,1.0,99.54307571761656,99.613772,0.0,Drop tile artifact beta contribution.,100.0,drop_weight,0.0,32.8,0.21,D0_no_tile_weight,67.2,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
progan,99.9875,0.0,0.25,0.4,0.1875,0.3,1.0,99.99999375156212,99.99999375,0.0,Drop tile artifact beta contribution.,100.0,drop_weight,0.0,0.024999999999991473,0.21,D0_no_tile_weight,99.97500000000001,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
stable_diffusion_v_1_4,89.325,0.0,0.25,0.4,0.1875,0.3,1.0,98.71090214882221,98.70248055555557,0.0,Drop tile artifact beta contribution.,79.43333333333334,drop_weight,20.566666666666663,0.7833333333333314,0.21,D0_no_tile_weight,99.21666666666667,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
stable_diffusion_v_1_5,89.4125,0.0,0.25,0.4,0.1875,0.3,1.0,98.83669763214672,98.7530890625,0.0,Drop tile artifact beta contribution.,79.57499999999999,drop_weight,20.42500000000001,0.75,0.21,D0_no_tile_weight,99.25,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
stargan,99.87493746873437,0.0,0.25,0.4,0.1875,0.3,1.0,100.0,100.0,0.0,Drop tile artifact beta contribution.,100.0,drop_weight,0.0,0.25012506253126787,0.21,D0_no_tile_weight,99.74987493746873,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
stylegan,99.24887330996495,0.0,0.25,0.4,0.1875,0.3,1.0,99.99797369553339,99.99796891130386,0.0,Drop tile artifact beta contribution.,98.51443832415289,drop_weight,1.4855616758471086,0.01669170422300681,0.21,D0_no_tile_weight,99.983308295777,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
stylegan2,98.77941912869304,0.0,0.25,0.4,0.1875,0.3,1.0,99.9948289085453,99.99481100719683,0.0,Drop tile artifact beta contribution.,97.58387581372058,drop_weight,2.4161241862794185,0.025037556334510214,0.21,D0_no_tile_weight,99.97496244366549,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
whichfaceisreal,87.94999999999999,0.0,0.25,0.4,0.1875,0.3,1.0,96.08624945865539,95.52890000000001,0.0,Drop tile artifact beta contribution.,84.89999999999999,drop_weight,15.100000000000009,9.0,0.21,D0_no_tile_weight,91.0,1.0,none,1.0,1.0,False,0.5,0.0,0.0,D0_no_tile_weight
